"sample_id","stratum","stratum_rank","selection_hash","oracle_id","scryfall_id","name","mana_cost","type_line","oracle_text","keywords","layout","power","toughness","faces_json","classification","implementation_family","recommended_tier","primary_gap","secondary_gaps","rationale","code_evidence","scryfall_uri","rulings_uri"
"195","MKM-common","15","2713cf417cd173c6c108e066055acd4375bae80527186be2e03dd752aa1b96b2","e1905321-180b-41d2-b7ef-0974ab90f188","4538d6a8-a24a-40e3-b894-45a30882c92a","Felonious Rage","{R}","Instant","Target creature you control gets +2/+0 and gains haste until end of turn. When that creature dies this turn, create a 2/2 white and blue Detective creature token.","","normal","","","[]","full_now","composable_ron","Data","","","Pump/haste and delayed watched-object death token trigger.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/125/felonious-rage?utm_source=api","https://api.scryfall.com/cards/4538d6a8-a24a-40e3-b894-45a30882c92a/rulings"
"196","MKM-common","16","286b0c25bedb16a0550368847b3add6cc50f108b72f0ba8214ad55b0ceca93c6","eeae4161-9f35-45df-8b3c-c55e37f49cd1","7cbb17af-e17e-438a-ad72-0c942e6706b6","Deduce","{1}{U}","Instant","Draw a card. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")","Investigate","normal","","","[]","full_now","composable_ron","Data","","","Draw and Clue token.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/52/deduce?utm_source=api","https://api.scryfall.com/cards/7cbb17af-e17e-438a-ad72-0c942e6706b6/rulings"
"197","MKM-common","17","2959ad95ea3f273b1ae9b0bafcdb9b2c7eb3425200a3e3012dedcb01f0ad6903","e335485a-80fc-40d4-8be6-7eabf2bab571","fdafea8f-283d-4f19-a74a-669bfbdfed98","Basilica Stalker","{5}{B}","Creature — Vampire Detective","Flying
Whenever this creature deals combat damage to a player, you gain 1 life and surveil 1. (Look at the top card of your library. You may put it into your graveyard.)
Disguise {4}{B} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)","Flying; Surveil; Disguise","normal","3","4","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","disguise","","Flying and combat-damage life/Surveil work; Disguise missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/78/basilica-stalker?utm_source=api","https://api.scryfall.com/cards/fdafea8f-283d-4f19-a74a-669bfbdfed98/rulings"
"198","MKM-common","18","2f25613d44fdb0703b0c724e02203bd7d25b0e05cafc738a0438532cb865af4b","5539d78c-1acc-46dd-ba6d-cc0cdad6ff44","283b6b5a-acdf-4255-a294-0964d9c62686","Benthic Criminologists","{4}{U}","Creature — Merfolk Wizard","Whenever this creature enters or attacks, you may sacrifice an artifact. If you do, draw a card.","","normal","4","5","[]","full_now","composable_ron","Data","","","Separate ETB and attack triggers with optional artifact sacrifice/draw.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/40/benthic-criminologists?utm_source=api","https://api.scryfall.com/cards/283b6b5a-acdf-4255-a294-0964d9c62686/rulings"
"199","MKM-common","19","317f4d8867ae4bae9b142ee6b4fb7c2dedf2ce4f2d0f7a7354b3a707716b7393","b25d5b06-44cf-42bc-90dd-3b238f702361","5180c85c-6add-4066-83c4-27fb1fd4de16","Auspicious Arrival","{1}{W}","Instant","Target creature gets +2/+2 until end of turn. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")","Investigate","normal","","","[]","full_now","composable_ron","Data","","","Fixed pump and Clue token.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/5/auspicious-arrival?utm_source=api","https://api.scryfall.com/cards/5180c85c-6add-4066-83c4-27fb1fd4de16/rulings"
"200","MKM-common","20","369f8a6747cb961f477ee31a50627c4ff12a295ba0d55d23a51cad6241b9f079","6b0d4192-bc76-4ef1-92b2-b5fca81970bd","daf6a392-3fc4-45d1-b85d-3b1381b3ab7d","Marketwatch Phantom","{1}{W}","Creature — Spirit Detective","Whenever another creature you control with power 2 or less enters, this creature gains flying until end of turn.","","normal","2","2","[]","full_now","composable_ron","Data","","","Creature-entry power-at-most filter with exclude_self and source flying grant.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/24/marketwatch-phantom?utm_source=api","https://api.scryfall.com/cards/daf6a392-3fc4-45d1-b85d-3b1381b3ab7d/rulings"
"201","MKM-common","21","42fe266338c3378205be006b3344e270421e3671b607ee03854ad6ed1928c965","3d145811-adb2-46a4-b173-bf8152e5de48","8a458474-d721-46d7-b487-6a47dc063cfd","Unauthorized Exit","{1}{U}","Instant","Return target nonland permanent to its owner's hand. Surveil 1. (Look at the top card of your library. You may put it into your graveyard.)","Surveil","normal","","","[]","full_now","composable_ron","Data","","","Nonland bounce followed by Surveil.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/74/unauthorized-exit?utm_source=api","https://api.scryfall.com/cards/8a458474-d721-46d7-b487-6a47dc063cfd/rulings"
"202","MKM-common","22","452f38ca71e72956aeb70145770e68eb565be04599ee943be1ca7c45e047b950","3e7879d5-62ea-4c9a-9fc0-659d70f3a8e1","37692f9a-3825-43aa-aacb-1bb92cb5bd07","Unscrupulous Agent","{1}{B}","Creature — Elf Detective","When this creature enters, target opponent exiles a card from their hand.","","normal","1","1","[]","full_now","composable_ron","Data","","","ExileCardsFromHand with affected-player choice and targeted opponent.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/109/unscrupulous-agent?utm_source=api","https://api.scryfall.com/cards/37692f9a-3825-43aa-aacb-1bb92cb5bd07/rulings"
"203","MKM-common","23","536e51ec6f6bb45928f7f69786f36c2ed62cf384a6c20346a27d210c506b5ed9","1ba59349-a162-4444-b3e0-cddfc01ef03b","81c7ff67-b9e1-4d2e-b1ae-da9b946da00b","Rubblebelt Maverick","{G}","Creature — Human Detective","When this creature enters, surveil 2. (Look at the top two cards of your library, then put any number of them into your graveyard and the rest on top of your library in any order.)
{G}, Exile this card from your graveyard: Put a +1/+1 counter on target creature. Activate only as a sorcery.","Surveil","normal","1","1","[]","full_now","composable_ron","Data","","","ETB Surveil and graveyard ExileSelf sorcery-speed counter activation.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/174/rubblebelt-maverick?utm_source=api","https://api.scryfall.com/cards/81c7ff67-b9e1-4d2e-b1ae-da9b946da00b/rulings"
"204","MKM-common","24","54b09612f6964619b56d142bb70ad2caa62b135c89bb768e525a1ce9ad81d160","e4733889-4d4c-4bf7-8a9b-fb5ad7a38395","48b92629-4196-4943-91fd-8c8d5f3fcaef","On the Job","{2}{W}{W}","Instant","Creatures you control get +2/+1 until end of turn. Investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")","Investigate","normal","","","[]","full_now","composable_ron","Data","","","Mass friendly pump and Clue token.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/30/on-the-job?utm_source=api","https://api.scryfall.com/cards/48b92629-4196-4943-91fd-8c8d5f3fcaef/rulings"
"205","MKM-common","25","55576b4070ea95dbadb8fd570f5e3577ad237cb6852c55e0606e52e9830e6c1d","942f3f06-1df0-40b4-8537-71cbec111852","e45d2e0c-d70d-40e5-8c3d-db6803393516","Makeshift Binding","{2}{W}","Enchantment","When this enchantment enters, exile target creature an opponent controls until this enchantment leaves the battlefield. You gain 2 life.","","normal","","","[]","full_now","composable_ron","Data","","","Linked opposing-creature exile and life gain.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/23/makeshift-binding?utm_source=api","https://api.scryfall.com/cards/e45d2e0c-d70d-40e5-8c3d-db6803393516/rulings"
"206","MKM-common","26","5a6bf2e786fdd94cb1a4c6c3f381511ca943e5be37a3c67a7de4e69e5f3b74f4","6eff5e17-946b-4433-9f48-88f103844c42","95f5d048-226f-49a4-a2ce-a6fa99aa9e8a","Griffnaut Tracker","{3}{W}","Creature — Human Detective","Flying
When this creature enters, exile up to two target cards from a single graveyard.","Flying","normal","3","2","[]","full_now","composable_ron","Data","","","Flying; optional up-to-two graveyard exile with same_graveyard target group.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/17/griffnaut-tracker?utm_source=api","https://api.scryfall.com/cards/95f5d048-226f-49a4-a2ce-a6fa99aa9e8a/rulings"
"207","MKM-common","27","5cef416d6b642e85c8dc0191aef8dfba5597d81d62dfd2bf438bef516133005a","c206bdcb-d2c4-4bda-a979-6c0627ef8f73","0ad38866-fc5f-4f62-89c1-afc0f50765aa","Novice Inspector","{W}","Creature — Human Detective","When this creature enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")","Investigate","normal","1","2","[]","full_now","composable_ron","Data","","","ETB Clue token.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/29/novice-inspector?utm_source=api","https://api.scryfall.com/cards/0ad38866-fc5f-4f62-89c1-afc0f50765aa/rulings"
"208","MKM-common","28","5dd1b5bcc0be2297cd73d61654fd279d59b2bcb743b14b74af00a149f9dff735","37f2ec12-d703-40cd-a155-053ae2e4ddcc","daee9d98-f8c6-4980-8f23-c6c636b69430","Granite Witness","{2}{W}{U}","Artifact Creature — Gargoyle Detective","Flying, vigilance
Disguise {W/U}{W/U} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)
When this creature is turned face up, you may tap or untap target creature.","Flying; Vigilance; Disguise","normal","3","2","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","disguise","","Flying/vigilance works; Disguise and face-up trigger missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/206/granite-witness?utm_source=api","https://api.scryfall.com/cards/daee9d98-f8c6-4980-8f23-c6c636b69430/rulings"
"209","MKM-common","29","603df807a56c67e2f36b7994e06627cffd81a436b5d6e8de05a4302667d0a946","d412150d-3c70-44cf-97cd-965c438e7303","076d9f76-a247-4727-9e0f-a0289c51059e","Due Diligence","{2}{W}","Enchantment — Aura","Enchant creature
When this Aura enters, target creature you control other than enchanted creature gets +2/+2 and gains vigilance until end of turn.
Enchanted creature gets +2/+2 and has vigilance.","Enchant","normal","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","target_predicate","","Attached pump/vigilance works; ETB target cannot exclude currently enchanted object.","tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/legal_actions.rs;tricerules/tricerules-core/src/engine/targeting.rs","https://scryfall.com/card/mkm/14/due-diligence?utm_source=api","https://api.scryfall.com/cards/076d9f76-a247-4727-9e0f-a0289c51059e/rulings"
"210","MKM-common","30","6171da28c81364a27c2526ddc7ff40c647b098fd387f3e0179c2123a1b826cae","e73addfa-d18a-46f7-882e-7bc2f292230b","8b284304-c3bf-4413-9fd3-b44eb4eb642a","Defenestrated Phantom","{4}{W}{W}","Creature — Spirit","Flying
Disguise {4}{W} (You may cast this card face down for {3} as a 2/2 creature with ward {2}. Turn it face up any time for its disguise cost.)","Flying; Disguise","normal","4","3","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","disguise","","Flying works; Disguise missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/11/defenestrated-phantom?utm_source=api","https://api.scryfall.com/cards/8b284304-c3bf-4413-9fd3-b44eb4eb642a/rulings"
"211","MKM-uncommon","1","01db9ebe59f8a9791f8df424ecfee0d96750b0c3179bba9ecc1c6e5bb6d08666","ba11a517-1dbd-4797-9f5e-46ce0f6c77c0","de039992-631b-4feb-a522-acdb0a6d1f26","Scene of the Crime","","Artifact Land — Clue","This land enters tapped.
{T}: Add {C}.
{T}, Tap an untapped creature you control: Add one mana of any color.
{2}, Sacrifice this land: Draw a card.","","normal","","","[]","full_now","composable_ron","Data","","","Tapped land, colorless and tap-creature mana, sacrifice/draw.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/267/scene-of-the-crime?utm_source=api","https://api.scryfall.com/cards/de039992-631b-4feb-a522-acdb0a6d1f26/rulings"
"212","MKM-uncommon","2","05512263e1764648ee2aeda02aa9b8f87464c3806773a2b5a01e751b34dbfcb2","85fdfa3c-4912-496a-bbcb-1ae13a34e917","f663cd86-39e6-467b-85b7-dd27536251a6","Krovod Haunch","{W}","Artifact — Food Equipment","Equipped creature gets +2/+0.
{2}, {T}, Sacrifice this Equipment: You gain 3 life.
When this Equipment is put into a graveyard from the battlefield, you may pay {1}{W}. If you do, create two 1/1 white Dog creature tokens.
Equip {2}","Equip","normal","","","[]","full_now","composable_ron","Data","","","Equip/pump, Food activation and noncreature WhenSelfDies with optional mana payment/token creation.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs","https://scryfall.com/card/mkm/21/krovod-haunch?utm_source=api","https://api.scryfall.com/cards/f663cd86-39e6-467b-85b7-dd27536251a6/rulings"
"213","MKM-uncommon","3","0810694a52120936333a433ea2adca17e8f911075dfe7861829c2ba3bbf97aa8","33b31fb0-71ce-408a-a256-2a5a3b085cb6","266be5bd-71ba-4511-8b71-d0b03885a28d","Case of the Filched Falcon","{U}","Enchantment — Case","When this Case enters, investigate. (Create a Clue token. It's an artifact with ""{2}, Sacrifice this token: Draw a card."")
To solve — You control three or more artifacts. (If unsolved, solve at the beginning of your end step.)
Solved — {2}{U}, Sacrifice this Case: Put four +1/+1 counters on target noncreature artifact. It becomes a 0/0 Bird creature with flying in addition to its other types.","Investigate; Solved","case","","","[]","partial_now","capability_gap","SharedPrimitiveOrMechanic","case","animation;target_predicate","ETB Clue works; solved designation and noncreature animation missing.","tricerules/tricerules-cards/src/card_def.rs;tricerules/tricerules-cards/src/primitives/abilities.rs;tricerules/tricerules-cards/src/primitives/effects.rs;tricerules/tricerules-cards/src/primitives/targeting.rs;tricerules/tricerules-core/src/engine/legal_actions.rs;tricerules/tricerules-core/src/engine/targeting.rs","https://scryfall.com/card/mkm/44/case-of-the-filched-falcon?utm_source=api","https://api.scryfall.com/cards/266be5bd-71ba-4511-8b71-d0b03885a28d/rulings"
